Avis,Avis_clean,Langue,platform,brand,Titre de l'avis,Date,Date_str
Excellent service. Cafe crême and baba au Rhum. Will be back. Comfortable street setting on Rue Cler my favorite place to wander.,Excellent service. Cafe crême and baba au Rhum. Will be back. Comfortable street setting on Rue Cler my favorite place to wander.,en,Yelp,Le Petit Cler,,,
"Amazing restaurant to eat at if you want to roam around the Eiffel Tower and Champ de Mars after dinner. The outdoor seating allows you to people watch and also gives you the opportunity to enjoy looking at the small street while you eat or drink. I personally preferred the indoor seating, as it felt more cozy inside. Our waiter immediately gave our party an English menu which was very attentive of him to do. He also spoke very good English, so communication was not an issue. I ordered the Flank Steak with the baked potato which was alright. The reason why I did not like it too much was because there was no salt or pepper on the steak, which made it a bit bland to eat. The meat was also tough to cut. I still rate this restaurant a 5/5 because all the other dishes were enjoyable, the atmosphere is pleasant for dinner, and the service was incredible. Another person in my party ordered the Sauteed Chicken marinated in coconut milk and curry, which was very delicious. I was skeptical at first because it is a Thai inspired dish; I did not have high expectations for it. The chicken was very tender and juicy, while the marinade was creamy but not too overpowering. Easily a 5/5. The third person in my party ordered the Wednesday special which was the Baked Pork Ribs. The meat came off the bone without any effort. We did not have to put pressure on the meat to get it off the bone. The sauce on the ribs was amazing and the meat was very soft and juicy. For dessert, we ordered the Creme Brulee which was phenomenal. The sugar on top of the custard was perfectly crunchy and hard. The custard had an amazing texture. I think this was the best creme brulee that I've had during my stay in Paris and I've had creme brulee everyday, at different cafes and restaurants. The only suggestion that I have is to use less vanilla bean or vanilla extract, as it was a tad overpowering in the custard. Besides this small issue, it was a perfect creme brulee. I was very impressed with my experience at this restaurant and I hope to pay a visit if I go to Paris again.","Amazing restaurant to eat at if you want to roam around the Eiffel Tower and Champ de Mars after dinner. The outdoor seating allows you to people watch and also gives you the opportunity to enjoy looking at the small street while you eat or drink. I personally preferred the indoor seating, as it felt more cozy inside. Our waiter immediately gave our party an English menu which was very attentive of him to do. He also spoke very good English, so communication was not an issue. I ordered the Flank Steak with the baked potato which was alright. The reason why I did not like it too much was because there was no salt or pepper on the steak, which made it a bit bland to eat. The meat was also tough to cut. I still rate this restaurant a 5/5 because all the other dishes were enjoyable, the atmosphere is pleasant for dinner, and the service was incredible. Another person in my party ordered the Sauteed Chicken marinated in coconut milk and curry, which was very delicious. I was skeptical at first because it is a Thai inspired dish; I did not have high expectations for it. The chicken was very tender and juicy, while the marinade was creamy but not too overpowering. Easily a 5/5. The third person in my party ordered the Wednesday special which was the Baked Pork Ribs. The meat came off the bone without any effort. We did not have to put pressure on the meat to get it off the bone. The sauce on the ribs was amazing and the meat was very soft and juicy. For dessert, we ordered the Creme Brulee which was phenomenal. The sugar on top of the custard was perfectly crunchy and hard. The custard had an amazing texture. I think this was the best creme brulee that I've had during my stay in Paris and I've had creme brulee everyday, at different cafes and restaurants. The only suggestion that I have is to use less vanilla bean or vanilla extract, as it was a tad overpowering in the custard. Besides this small issue, it was a perfect creme brulee. I was very impressed with my experience at this restaurant and I hope to pay a visit if I go to Paris again.",en,Yelp,Le Petit Cler,,,
"Great food great service! We will return! We enjoyed the onion soup, croque monsiuer and omelet very much!","Great food great service! We will return! We enjoyed the onion soup, croque monsiuer and omelet very much!",en,Yelp,Le Petit Cler,,,
"Le Petit Cler was one of my favorite restaurants in Paris - and quickly became one of my top favorite restaurants ever. My husband and I had bookmarked/starred Le Petit Cler as we started researching our trip to Paris. The pictures of the Croque Madame did my husband in, while I was mesmerized by the many offerings of tartines (and a great wine list), as well as the fact that Le Petit Cler is on Rue Cler, one of the cutest little streets in Paris. Our first visit to Le Petit Cler was for dinner - I asked for a table outside (in French), and my husband and I were brought two French menus, which gave my husband anxiety from the get-go because he can read about zero French. Our server came over after some time to take our order (again, just a reminder - this is not rudeness, they're allotting enough time for you to absorb the menu, so don't be surprised if you're sitting at a table for a bit prior to someone welcoming you/taking drink orders), and saw my husband on Yelp reading the English version the of the menu. We ordered a carafe of water as well as a bottle of the Roquefort Bordeaux (28 €), and requested a bit more time to order our meals. A new server came back, who promptly placed an English menu down for my husband and then (in English) asked if we were ready to order. My husband ordered the special plat of the day, the beef lasagna (there's a different special plate each day - all are printed on the menu for 13,5 €), and I ordered the warm goat cheese/tomato/endive tartine (14 €). We sipped our wine (delicious - highly recommend! until our food arrived. Not only was the plating absolutely gorgeous, but the food was incredible. Everything was perfectly seasoned, fresh, and filling - like the kind of meal where you're quiet because you're absolutely loving what you're eating. We finished our dinner, and then ordered a cheese plate (a Camembert and chevre), and my husband ordered the chocolat Petit Pot (literally a little jar of chocolate mousse - it was delicious). The service was amazing, the food incredible, and the ambiance so traditionally Parisian that we decided we needed to come back the next day for our final lunch in Paris. Our lunch the next day had some things in common with our first visit: a seat outside, the same bottle of Bordeaux, and amazing service. This time I ordered the tartine with raw salmon and cream cheese (17 €), and my husband ordered the Croque Madame (15 €) that he had lusted over via Yelp photos. It was a particularly hot day in Paris, and sitting in the sun during our lunch emboldened us to each order a bowl of Berthillon ice cream (vanilla for my husband, raspberry sorbet pour moi). It was delicious, and exactly what we needed on such a hot day. All in all, Le Petit Cler was the perfect Parisian experience - the food was delicious, the service wonderful, the ambiance absolutely perfect, and the people watching completely top notch. Cannot wait to return to Paris and come back to this wonderful restaurant.","Le Petit Cler was one of my favorite restaurants in Paris - and quickly became one of my top favorite restaurants ever. My husband and I had bookmarked/starred Le Petit Cler as we started researching our trip to Paris. The pictures of the Croque Madame did my husband in, while I was mesmerized by the many offerings of tartines (and a great wine list), as well as the fact that Le Petit Cler is on Rue Cler, one of the cutest little streets in Paris. Our first visit to Le Petit Cler was for dinner - I asked for a table outside (in French), and my husband and I were brought two French menus, which gave my husband anxiety from the get-go because he can read about zero French. Our server came over after some time to take our order (again, just a reminder - this is not rudeness, they're allotting enough time for you to absorb the menu, so don't be surprised if you're sitting at a table for a bit prior to someone welcoming you/taking drink orders), and saw my husband on Yelp reading the English version the of the menu. We ordered a carafe of water as well as a bottle of the Roquefort Bordeaux (28 €), and requested a bit more time to order our meals. A new server came back, who promptly placed an English menu down for my husband and then (in English) asked if we were ready to order. My husband ordered the special plat of the day, the beef lasagna (there's a different special plate each day - all are printed on the menu for 13,5 €), and I ordered the warm goat cheese/tomato/endive tartine (14 €). We sipped our wine (delicious - highly recommend! until our food arrived. Not only was the plating absolutely gorgeous, but the food was incredible. Everything was perfectly seasoned, fresh, and filling - like the kind of meal where you're quiet because you're absolutely loving what you're eating. We finished our dinner, and then ordered a cheese plate (a Camembert and chevre), and my husband ordered the chocolat Petit Pot (literally a little jar of chocolate mousse - it was delicious). The service was amazing, the food incredible, and the ambiance so traditionally Parisian that we decided we needed to come back the next day for our final lunch in Paris. Our lunch the next day had some things in common with our first visit: a seat outside, the same bottle of Bordeaux, and amazing service. This time I ordered the tartine with raw salmon and cream cheese (17 €), and my husband ordered the Croque Madame (15 €) that he had lusted over via Yelp photos. It was a particularly hot day in Paris, and sitting in the sun during our lunch emboldened us to each order a bowl of Berthillon ice cream (vanilla for my husband, raspberry sorbet pour moi). It was delicious, and exactly what we needed on such a hot day. All in all, Le Petit Cler was the perfect Parisian experience - the food was delicious, the service wonderful, the ambiance absolutely perfect, and the people watching completely top notch. Cannot wait to return to Paris and come back to this wonderful restaurant.",en,Yelp,Le Petit Cler,,,
"Saw this place on Delicious Destinations with Andrew a Zimmern and HAD to have a Croque Madame!  This place is small and cramped but delightfully cozy.  It was raining and inside was warm and inviting. Ordered a bottle of wine and a Croque Monsieur and a Croque Madame.  Loved how they came out ""open faced"" and let me tell you they were delicious!  I wanted more when I was done. We decided to get a Creme Brûlée for dessert......as we were waiting a Sponge Cake dessert was walked out and it looked amazing. Our waiter said......""you want that don't you?"" I said it looked great but I'll stick with the Creme Brûlée......he shook his head no.......then smiled and said I wanted the sponge cake.  Apparently the Brûlée had just come out of the oven and wasn't chilled. Guess what....we opted for the Rum soaked Sponge Cake.  Let me tell you the waiter hooked us up as he doofuses and injected that cake with what seemed like an enormous amount of rum.  It was....sooo GOOD!  Glad for plan B on the dessert. I say this is a must try. Andrew Zimmern was right......it was a Delicious Destination.","Saw this place on Delicious Destinations with Andrew a Zimmern and HAD to have a Croque Madame! This place is small and cramped but delightfully cozy. It was raining and inside was warm and inviting. Ordered a bottle of wine and a Croque Monsieur and a Croque Madame. Loved how they came out ""open faced"" and let me tell you they were delicious! I wanted more when I was done. We decided to get a Creme Brûlée for dessert......as we were waiting a Sponge Cake dessert was walked out and it looked amazing. Our waiter said......""you want that don't you?"" I said it looked great but I'll stick with the Creme Brûlée......he shook his head no.......then smiled and said I wanted the sponge cake. Apparently the Brûlée had just come out of the oven and wasn't chilled. Guess what....we opted for the Rum soaked Sponge Cake. Let me tell you the waiter hooked us up as he doofuses and injected that cake with what seemed like an enormous amount of rum. It was....sooo GOOD! Glad for plan B on the dessert. I say this is a must try. Andrew Zimmern was right......it was a Delicious Destination.",en,Yelp,Le Petit Cler,,,
"Go here. Good service, honest checks, reasonable prices and above all... good food. We have been there twice in the last week. They have very good daily specials. Nice ambiance. What to expect in a French restaurant.","Go here. Good service, honest checks, reasonable prices and above all... good food. We have been there twice in the last week. They have very good daily specials. Nice ambiance. What to expect in a French restaurant.",en,Yelp,Le Petit Cler,,,
This is one of my favorite cafes. Every time I go to Paris I have to come here. And I love the area with the fresh market. And the beautiful flowers.,This is one of my favorite cafes. Every time I go to Paris I have to come here. And I love the area with the fresh market. And the beautiful flowers.,en,Yelp,Le Petit Cler,,,
"First meal in Paris and found this gem via yelp. They have French and English menus, so that helped! We got: - escargot - I liked. My bf Thought it was slightly burnt - madame croque - OMG SO GOOD. I love cheese and this was perfect - flank steak - meat was okay - strawberry ice cream from berthillons. I knew we wouldn't have time to go to the actual ice cream store front so we were excited that it was offered here. And it was great!","First meal in Paris and found this gem via yelp. They have French and English menus, so that helped! We got: - escargot - I liked. My bf Thought it was slightly burnt - madame croque - OMG SO GOOD. I love cheese and this was perfect - flank steak - meat was okay - strawberry ice cream from berthillons. I knew we wouldn't have time to go to the actual ice cream store front so we were excited that it was offered here. And it was great!",en,Yelp,Le Petit Cler,,,
"Thanks yelp!! Loved it our first night did not disappoint! Had a 10min wait at 9pm (perfectly normal dinner time) for 5ppl.  Worth the wait. The service was awsome!! They provide the english menu and our waitress was great in providing some suggestion. Starters / Appetiser ================ Escargot (5/5) love 6 snails  with pesto so yummy and we used the extra sauce as dipping with bread.. Jambon Cru - ham with butter  n bread Entrees ================ Special canard(5/5) - Duck medium with frites n salad.  Loved perfectly cooked nicelyseasoned the cubed fried potatoes nice n crunchy Flank Steak(5/5) - well seasoned with baked potato n salad Steak tartar(5/5) - raw steak minced with onions with capers Desserts =============== Baba au rum (5/5) - soo much rum yeast cake with whipped cream this has so much alchol lol Creme brulee and tarte pear with almonds were great. Drinks/boissens =============== 2 bottles of Bordeaux wine - great deal $23 € each digestif (post dinner digestive drinks each) Calvados - our favorite apple brandy Get 27 - creme de menthe pretty minty :) like an andes mint with no chocolate Price wise great deals Our total was 200€ thats 5 entrees, 2 appetizers, 2 bottles of wine, 3 desserts, 5 alcoholic drinks. Great start will be back to enjoy their breakfast n lunch menu!!! C'est bon ça!","Thanks yelp!! Loved it our first night did not disappoint! Had a 10min wait at 9pm (perfectly normal dinner time) for 5ppl. Worth the wait. The service was awsome!! They provide the english menu and our waitress was great in providing some suggestion. Starters / Appetiser ================ Escargot (5/5) love 6 snails with pesto so yummy and we used the extra sauce as dipping with bread.. Jambon Cru - ham with butter n bread Entrees ================ Special canard(5/5) - Duck medium with frites n salad. Loved perfectly cooked nicelyseasoned the cubed fried potatoes nice n crunchy Flank Steak(5/5) - well seasoned with baked potato n salad Steak tartar(5/5) - raw steak minced with onions with capers Desserts =============== Baba au rum (5/5) - soo much rum yeast cake with whipped cream this has so much alchol lol Creme brulee and tarte pear with almonds were great. Drinks/boissens =============== 2 bottles of Bordeaux wine - great deal $23 € each digestif (post dinner digestive drinks each) Calvados - our favorite apple brandy Get 27 - creme de menthe pretty minty :) like an andes mint with no chocolate Price wise great deals Our total was 200€ thats 5 entrees, 2 appetizers, 2 bottles of wine, 3 desserts, 5 alcoholic drinks. Great start will be back to enjoy their breakfast n lunch menu!!! C'est bon ça!",en,Yelp,Le Petit Cler,,,
Great local spot! Food was good and the atmosphere is like most energetic bistros.  I also find it amusing to watch all the characters who come in and out .  I don't think you can go wrong here.,Great local spot! Food was good and the atmosphere is like most energetic bistros. I also find it amusing to watch all the characters who come in and out . I don't think you can go wrong here.,en,Yelp,Le Petit Cler,,,
Highly recommend Le Petit Cler. Found it on Michelin app. The entrees were superb. The service was fair. The ambience was très chic!,Highly recommend Le Petit Cler. Found it on Michelin app. The entrees were superb. The service was fair. The ambience was très chic!,en,Yelp,Le Petit Cler,,,
Rick Steeeve's!!! The travel guru sent us here and it was super good!  We wanted to experience French food.  French lunch is certainly more affordable than French dinner.  Good options.  Healthy and authentic.  Lots of locals to watch.  Good introduction to the cuisine of Paris.,Rick Steeeve's!!! The travel guru sent us here and it was super good! We wanted to experience French food. French lunch is certainly more affordable than French dinner. Good options. Healthy and authentic. Lots of locals to watch. Good introduction to the cuisine of Paris.,en,Yelp,Le Petit Cler,,,
"Cappuccino, orange juice and cheese omelets we ordered were extremely tasty and well prepared. Service was quick and efficient.","Cappuccino, orange juice and cheese omelets we ordered were extremely tasty and well prepared. Service was quick and efficient.",en,Yelp,Le Petit Cler,,,
"The atmosphere, food, and drink here are incredible! We ordered the croque monsieur, escargot, and duck foie gras. We're here for a few more days and will definitely stop back in if we have time.","The atmosphere, food, and drink here are incredible! We ordered the croque monsieur, escargot, and duck foie gras. We're here for a few more days and will definitely stop back in if we have time.",en,Yelp,Le Petit Cler,,,
This is the best French onion soup I've ever had. It is also the place with my favorite croquet madame. It is in a perfect location and is comfortable. The staff is also very nice. It is right in the middle of Rue Cler which is kind of like a market street. This is one of my two favorite restaurants in Paris.,This is the best French onion soup I've ever had. It is also the place with my favorite croquet madame. It is in a perfect location and is comfortable. The staff is also very nice. It is right in the middle of Rue Cler which is kind of like a market street. This is one of my two favorite restaurants in Paris.,en,Yelp,Le Petit Cler,,,
"The onion soup is the best I've ever had anywhere including other places here in Paris. The croquet madam is also the best I've had in Paris. This is my wife and my favorite sit down restaurant here in Paris. It's a little more expensive than I thought for what we got, BUT you definitely get what you pay for. So delicious! The service is very friendly and they are super nice although I'm not sure if it's the culture here, but when you want your waiter you need to get their attention. The atmosphere is nice. Tables are very close to each other. The location is perfect as well. It's right on Rue Cler. Hoping to visit again soon.","The onion soup is the best I've ever had anywhere including other places here in Paris. The croquet madam is also the best I've had in Paris. This is my wife and my favorite sit down restaurant here in Paris. It's a little more expensive than I thought for what we got, BUT you definitely get what you pay for. So delicious! The service is very friendly and they are super nice although I'm not sure if it's the culture here, but when you want your waiter you need to get their attention. The atmosphere is nice. Tables are very close to each other. The location is perfect as well. It's right on Rue Cler. Hoping to visit again soon.",en,Yelp,Le Petit Cler,,,
"We had a fabulous, fun early dinner on our first day in France. The energetic young men who work here enjoy themselves, lending a happy atmosphere. Most patrons were French. The grilled pain poulaine were nothing we had ever had in the US. A fabulous start to our trip!","We had a fabulous, fun early dinner on our first day in France. The energetic young men who work here enjoy themselves, lending a happy atmosphere. Most patrons were French. The grilled pain poulaine were nothing we had ever had in the US. A fabulous start to our trip!",en,Yelp,Le Petit Cler,,,
Terrific from Happy Hour through dinner. Nightly specials provide a smooth transition after a glass of wine.  The menu is broad with a variety of shareable Boards through salads and well prepared bistro mains. During peak season a reservation does help but rarely needed.,Terrific from Happy Hour through dinner. Nightly specials provide a smooth transition after a glass of wine. The menu is broad with a variety of shareable Boards through salads and well prepared bistro mains. During peak season a reservation does help but rarely needed.,en,Yelp,Le Petit Cler,,,
"My sister and I were in Paris for the day. We checked into a nearby hotel and decided to have brunch first before heading to the Eiffel Tower. I did research and Le Petit Cler was closeby with lots of decent reviews. The restaurant is a typical, traditional Parisian cafe with an outdoor patio. Server was friendly and offered us an English menu, which was helpful. We settled and ordered the raw tartare and the beef bourguignon. Overall, it was a lot of food! The raw tartare was okay because it got a little too heavy for me towards the end. I was too caught up on ordering the tartare that I neglected the fact that I don't like salad nor baked potato. I wish I ordered something else to get my money's worth. As for the beef bourguignon, my sister said the wine-braised beef was good and was glad that she tried a traditional French entree.","My sister and I were in Paris for the day. We checked into a nearby hotel and decided to have brunch first before heading to the Eiffel Tower. I did research and Le Petit Cler was closeby with lots of decent reviews. The restaurant is a typical, traditional Parisian cafe with an outdoor patio. Server was friendly and offered us an English menu, which was helpful. We settled and ordered the raw tartare and the beef bourguignon. Overall, it was a lot of food! The raw tartare was okay because it got a little too heavy for me towards the end. I was too caught up on ordering the tartare that I neglected the fact that I don't like salad nor baked potato. I wish I ordered something else to get my money's worth. As for the beef bourguignon, my sister said the wine-braised beef was good and was glad that she tried a traditional French entree.",en,Yelp,Le Petit Cler,,,
So cute and delicious! This is probably one of my favorite places we ate at. The goat cheese salad was amazing and the waiter was so nice! The exterior was really cute and the inside is beautiful.,So cute and delicious! This is probably one of my favorite places we ate at. The goat cheese salad was amazing and the waiter was so nice! The exterior was really cute and the inside is beautiful.,en,Yelp,Le Petit Cler,,,
"Le Petit Cler was recommended prior to our trip to Paris so it was definitely on my list. We walked here from the Eiffel Tower and not only was it a nice walk, Rue Cler was a surprise. There are so many choices that I almost changed my mind and didn't stop here, thankfully we still ended up here. I ordered the daily special - lasagna with house salad and my partner has the Croque Monsieur. Both were delicious. Very generous portions. Nice atmosphere. Friendly service.","Le Petit Cler was recommended prior to our trip to Paris so it was definitely on my list. We walked here from the Eiffel Tower and not only was it a nice walk, Rue Cler was a surprise. There are so many choices that I almost changed my mind and didn't stop here, thankfully we still ended up here. I ordered the daily special - lasagna with house salad and my partner has the Croque Monsieur. Both were delicious. Very generous portions. Nice atmosphere. Friendly service.",en,Yelp,Le Petit Cler,,,
"Great value for nice ambiance, excellent service and amazing steak tartare.  This is a locals restaurant without the hefty prices that many restaurants in Paris have. I recommend the streak tartare.  Many tables ordered it which makes me think Le Petit Cler serves some of the best in town.  It was well seasoned and the texture was perfect for putting on bread or eating alone.  We also ordered the Croque Madam and escargot but neither was impressive. The steak tartare, service, value and ambiance are enough for me to say I would return.","Great value for nice ambiance, excellent service and amazing steak tartare. This is a locals restaurant without the hefty prices that many restaurants in Paris have. I recommend the streak tartare. Many tables ordered it which makes me think Le Petit Cler serves some of the best in town. It was well seasoned and the texture was perfect for putting on bread or eating alone. We also ordered the Croque Madam and escargot but neither was impressive. The steak tartare, service, value and ambiance are enough for me to say I would return.",en,Yelp,Le Petit Cler,,,
"They had a really tasty croque madame and was the first place we went to once we arrived in Paris, as it was top reviewed and I was so hungry I didnt bother looking for more options. Service was great, but it was very touristy. Full of only Americans. A cute little area though.","They had a really tasty croque madame and was the first place we went to once we arrived in Paris, as it was top reviewed and I was so hungry I didnt bother looking for more options. Service was great, but it was very touristy. Full of only Americans. A cute little area though.",en,Yelp,Le Petit Cler,,,
"My wife and I were in Paris in April 2016 and we had just toured the beautiful Eiffel Tower. We wanted to walk down Rue Cler, The most famous Market street in Paris. It was lunch time and we started looking at the different restaurant menus as we made our way down the famous street. We came across Le Petit Cler and decided this was the best spot for authentic French cuisine that was super affordable. Once inside, we sat down and each ordered the French beer, Kronenbourg 1664. We were given complimentary French bread and we asked for an English version of the normally French menu. I really wanted to try the Veritable Tartare (or Raw Beef Tartare) as I had only had it once before in New York City. My wife had the Emince De Volaille (Sautéed Chicken marinated in Coconut and Red Curry). The Tartare was very fresh and had such great flavor. It's not something you can order everyday and you might as well let the French prepare it right. My wife's Chicken dish was also very good and had a wonderful curry taste. The restaurant was very packed and seemed to be a popular spot for locals and tourists alike. We enjoyed the food, the atmosphere and the affordability of a nice French meal. We definitely recommend Le Petit Cler if you are strolling on our near Rue Cler. Bon appétit","My wife and I were in Paris in April 2016 and we had just toured the beautiful Eiffel Tower. We wanted to walk down Rue Cler, The most famous Market street in Paris. It was lunch time and we started looking at the different restaurant menus as we made our way down the famous street. We came across Le Petit Cler and decided this was the best spot for authentic French cuisine that was super affordable. Once inside, we sat down and each ordered the French beer, Kronenbourg 1664. We were given complimentary French bread and we asked for an English version of the normally French menu. I really wanted to try the Veritable Tartare (or Raw Beef Tartare) as I had only had it once before in New York City. My wife had the Emince De Volaille (Sautéed Chicken marinated in Coconut and Red Curry). The Tartare was very fresh and had such great flavor. It's not something you can order everyday and you might as well let the French prepare it right. My wife's Chicken dish was also very good and had a wonderful curry taste. The restaurant was very packed and seemed to be a popular spot for locals and tourists alike. We enjoyed the food, the atmosphere and the affordability of a nice French meal. We definitely recommend Le Petit Cler if you are strolling on our near Rue Cler. Bon appétit",en,Yelp,Le Petit Cler,,,
"Another rainy day in Paris, another new restaurant! There was a short line when we arrived, but thankfully, it moved quite quickly. I wasn't really feeling much of an appetite, so I ordered three soft boiled eggs with bread. My sister ordered their special of the day, roast chicken. She said that it was slightly dry, but still really tasty overall. My dad ordered a runny ham omelette, which came with bread. Meanwhile, my mom got a steak with baked potatoes, and loved it. She's a major fan of potatoes, and appreciate the sour cream that it came with. A decent meal overall, but nothing spectacular.","Another rainy day in Paris, another new restaurant! There was a short line when we arrived, but thankfully, it moved quite quickly. I wasn't really feeling much of an appetite, so I ordered three soft boiled eggs with bread. My sister ordered their special of the day, roast chicken. She said that it was slightly dry, but still really tasty overall. My dad ordered a runny ham omelette, which came with bread. Meanwhile, my mom got a steak with baked potatoes, and loved it. She's a major fan of potatoes, and appreciate the sour cream that it came with. A decent meal overall, but nothing spectacular.",en,Yelp,Le Petit Cler,,,
"Amazing food, wonderful service, beautiful restaurant! We were in Paris for the night and looked on Yelp to find a good local restaurant and this place did not disappoint. Will definitely be going back!","Amazing food, wonderful service, beautiful restaurant! We were in Paris for the night and looked on Yelp to find a good local restaurant and this place did not disappoint. Will definitely be going back!",en,Yelp,Le Petit Cler,,,
"Came here and got the flank steak and I was expecting my potatoes to be diced but it was served whole. (I am assuming you probably have to ask to have your potatoes a certain way) However, the steak was good and the salad that came with was too. We also order the croque madame and that was good too. Portion was pretty big. Service was tourist friendly and they had an English menu which was nice since a lot of the places we went to didn't offer it to us.","Came here and got the flank steak and I was expecting my potatoes to be diced but it was served whole. (I am assuming you probably have to ask to have your potatoes a certain way) However, the steak was good and the salad that came with was too. We also order the croque madame and that was good too. Portion was pretty big. Service was tourist friendly and they had an English menu which was nice since a lot of the places we went to didn't offer it to us.",en,Yelp,Le Petit Cler,,,
"Awesome place for dinner near the Eiffel Tower. On our first night in Paris, we decided to eat here due to good recommendations. The restaurant is very easy to find along the very popular pedestrian street Rue Cler. We were attended to immediately and sat near the back of the restaurant. The place itself is tiny so the ""back"" was literally 10 feet from the front entrance. We ordered a variety of typical French plates to share as our meal: escargots, tomato and mozzarella salad, cheese platter, and a foie gras board. Everything was great, especially the foie gras, so creamy and satisfying without being too pungent. The tomatoes were also very fresh and sweet. The escargots were a bit on the smaller size but still tasty. We ordered 2 cheeses for our board but you can request up to 4. They never told us what the cheeses were but we guessed that it was a brie and goat cheese. It also came with a slice of butter. And we had a glass of the recommended rose wine to go with our meal. The other amazing aspect of this place was the waiters. We were serviced by about 4 different guys and each one was extremely friendly and very attentive. They also spoke English very well which made the entire experience that much better. The only negative was how packed the place was. Luckily, we were seated by the wall so we had some privacy but we noticed that the other patrons were literally within 6 inches of the next table over. Had that been us, we wouldn't have had as great a time. We arrived around 7:30 and the restaurant was about one third full. However, when we left around 8:30, every table was packed to the point where even leaving was a struggle. The French are known to dine late in the evening so if you eat around 7:30 to 8:00, most places shouldntbe too packed just yet. Anyway, Le Petit Cler was an awesome experience for dinner on our first night back in Paris. Price- 70euros for: 2 glasses of rose, 6 escargots, cheese plate with 2 cheeses, tomato and mozzarella salad, foie gras (a bit pricy but the area is nice and upscale and it is Paris after all!)","Awesome place for dinner near the Eiffel Tower. On our first night in Paris, we decided to eat here due to good recommendations. The restaurant is very easy to find along the very popular pedestrian street Rue Cler. We were attended to immediately and sat near the back of the restaurant. The place itself is tiny so the ""back"" was literally 10 feet from the front entrance. We ordered a variety of typical French plates to share as our meal: escargots, tomato and mozzarella salad, cheese platter, and a foie gras board. Everything was great, especially the foie gras, so creamy and satisfying without being too pungent. The tomatoes were also very fresh and sweet. The escargots were a bit on the smaller size but still tasty. We ordered 2 cheeses for our board but you can request up to 4. They never told us what the cheeses were but we guessed that it was a brie and goat cheese. It also came with a slice of butter. And we had a glass of the recommended rose wine to go with our meal. The other amazing aspect of this place was the waiters. We were serviced by about 4 different guys and each one was extremely friendly and very attentive. They also spoke English very well which made the entire experience that much better. The only negative was how packed the place was. Luckily, we were seated by the wall so we had some privacy but we noticed that the other patrons were literally within 6 inches of the next table over. Had that been us, we wouldn't have had as great a time. We arrived around 7:30 and the restaurant was about one third full. However, when we left around 8:30, every table was packed to the point where even leaving was a struggle. The French are known to dine late in the evening so if you eat around 7:30 to 8:00, most places shouldntbe too packed just yet. Anyway, Le Petit Cler was an awesome experience for dinner on our first night back in Paris. Price- 70euros for: 2 glasses of rose, 6 escargots, cheese plate with 2 cheeses, tomato and mozzarella salad, foie gras (a bit pricy but the area is nice and upscale and it is Paris after all!)",en,Yelp,Le Petit Cler,,,
"I was researching Paris cheap eats, and Le Petit Cler was listed as one of the best spots for under 15 euros. Our fabulous, affordable Parisian meal: -Croque Madame (HUGE portion compared to what you will see for the same price in other bistros) -Simple salad of greens (Lord knows you need all you can get when you've got croissants on the brain) -Lemon sorbet (My husband's pick - tart and refreshing) -Whipped cottage cheese w/ raspberries (This is the first time I've ever seen this dish on a menu - surprisingly delicious!) Would I recommend these picks to another diner: ABSOLUTELY!","I was researching Paris cheap eats, and Le Petit Cler was listed as one of the best spots for under 15 euros. Our fabulous, affordable Parisian meal: -Croque Madame (HUGE portion compared to what you will see for the same price in other bistros) -Simple salad of greens (Lord knows you need all you can get when you've got croissants on the brain) -Lemon sorbet (My husband's pick - tart and refreshing) -Whipped cottage cheese w/ raspberries (This is the first time I've ever seen this dish on a menu - surprisingly delicious!) Would I recommend these picks to another diner: ABSOLUTELY!",en,Yelp,Le Petit Cler,,,
"This restaurant was amazing! We were two Americans (pre-COVID) looking for a French dinner, and Le Petit Cher didn't disappoint. Our waiter was so helpful in helping us understand the menu and figuring out what to eat. They give you a ton of bread, and the wine was perfect. We really enjoyed the outdoor seating too.","This restaurant was amazing! We were two Americans (pre-COVID) looking for a French dinner, and Le Petit Cher didn't disappoint. Our waiter was so helpful in helping us understand the menu and figuring out what to eat. They give you a ton of bread, and the wine was perfect. We really enjoyed the outdoor seating too.",en,Yelp,Le Petit Cler,,,
"This is our first nite in Paris and we were staying nearby.  The staffs were all very nice.  I got a simple ham and mushroom omelette which was cooked a bit runny for my taste, but I didn't mind one bit.  My wife got the beef tartare which she excitedly enjoyed and the portion was pretty darn generous.  My son got the Sun special of chicken with mash potatoes which for that low price, it was quite worth it.  We also shared an order of escargot which was yum yum delicious.  We top the night off with a creme bulee which was huge to share and hit the spot.  All in all, great food and awesome service.","This is our first nite in Paris and we were staying nearby. The staffs were all very nice. I got a simple ham and mushroom omelette which was cooked a bit runny for my taste, but I didn't mind one bit. My wife got the beef tartare which she excitedly enjoyed and the portion was pretty darn generous. My son got the Sun special of chicken with mash potatoes which for that low price, it was quite worth it. We also shared an order of escargot which was yum yum delicious. We top the night off with a creme bulee which was huge to share and hit the spot. All in all, great food and awesome service.",en,Yelp,Le Petit Cler,,,
